Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1773198970	492	98850	105308	0	433672	15685	0	135	0	198941276	162930	3164836	14511	0	0	2	2
1773198972	494	98850	105308	0	433672	15685	0	135	0	198998014	162979	3165644	14516	0	0	2	2
1773198974	496	98850	105308	0	433672	15685	0	135	0	199054496	163027	3166452	14521	0	0	2	2
1773198976	498	98850	105308	0	433672	15685	0	135	0	199054689	163029	3166923	14524	0	0	2	2
1773198978	500	98850	105308	0	433672	15685	0	135	0	203207441	166391	3188093	14709	0	0	2	2
1773198980	502	98850	105308	0	433672	15685	0	135	0	203263661	166438	3189116	14716	0	0	2	2
1773198982	504	98850	105308	0	433672	15685	0	135	0	203264050	166440	3189621	14719	0	0	2	2
1773198984	506	98850	105308	0	433672	15685	0	135	0	203321283	166488	3190209	14722	0	0	2	2
1773198986	508	98850	105308	0	433672	15685	0	135	0	203378325	166538	3191395	14729	0	0	2	2
1773198988	510	98850	105308	0	433672	15685	0	135	0	206450109	169026	3207812	14877	0	0	2	2
1773198990	512	98850	105308	0	433672	15685	0	135	0	206506730	169076	3208401	14880	0	0	2	2
1773198992	514	98850	105308	0	433672	15685	0	135	0	206564077	169128	3209100	14884	0	0	2	2
1773198994	516	98850	105308	0	433672	15685	0	135	0	206564195	169129	3210018	14891	0	0	2	2
1773198996	518	98850	105308	0	433672	15685	0	135	0	206622775	169181	3210605	14894	0	0	2	2
1773198998	520	98850	105308	0	433672	15685	0	135	0	210785428	172545	3235141	15107	0	0	2	2
1773199000	522	98850	105308	0	433672	15685	0	135	0	210785546	172546	3235521	15109	0	0	2	2
1773199002	524	98850	105308	0	433672	15685	0	135	0	210842815	172596	3236708	15117	0	0	2	2
1773199004	526	98850	105308	0	433672	15685	0	135	0	210899307	172646	3237993	15125	0	0	2	2
1773199006	528	98850	105308	0	433672	15685	0	135	0	210899307	172646	3237993	15125	0	0	2	2
1773199008	530	98850	105308	0	433672	15685	0	135	0	210956011	172697	3238689	15129	0	0	2	2
1773199010	532	98850	105308	0	433672	15685	0	135	0	214552279	175598	3258190	15301	0	0	2	2
1773199012	534	98850	105308	0	433672	15685	0	135	0	214552279	175598	3258190	15301	0	0	2	2
1773199014	536	98850	105308	0	433672	15685	0	135	0	214608945	175648	3259702	15311	0	0	2	2
1773199016	538	98850	105308	0	433672	15685	0	135	0	214665890	175697	3260726	15318	0	0	2	2
1773199018	540	98850	105308	0	433672	15685	0	135	0	214666007	175699	3260879	15320	0	0	2	2
1773199020	542	98850	105308	0	433672	15685	0	135	0	218023427	178411	3276914	15461	0	0	2	2
1773199022	544	98850	105308	0	433672	15685	0	135	0	218080814	178466	3279004	15473	0	0	2	2
1773199024	546	98850	105308	0	433672	15685	0	135	0	218081280	178471	3281757	15478	0	0	2	2
1773199026	548	98850	105308	0	433672	15685	0	135	0	218137760	178519	3282565	15483	0	0	2	2
1773199028	550	98850	105308	0	433672	15685	0	135	0	218194846	178571	3284117	15492	0	0	2	2
1773199030	552	98850	105308	0	433672	15685	0	135	0	224260638	183474	3312386	15741	0	0	2	2
1773199032	554	98850	105308	0	433672	15685	0	135	0	224317846	183524	3313299	15747	0	0	2	2
1773199034	556	98850	105308	0	433672	15685	0	135	0	224374513	183572	3314104	15752	0	0	2	2
